scope,teilnehmer_id,datum_before,datum_after,lehrkraft_id_before,lehrkraft_id_after,d_semantisch_before,d_semantisch_after,delta_d_semantisch,driftgeschwindigkeit,stabilisierung,resonanz_cosine,resonanzbildung,dominante_dimension_before,dominante_dimension_after,polaritaet_before,polaritaet_after,delta_kognition,delta_sozial,delta_affektiv,delta_motivation,delta_methodik,delta_performanz,delta_regulation
alle_ausser_lehrkraft_id_1,2,2025-01-08,2025-01-13,14,8,3.8760917266977,0.71382144994389,-3.16227027675381,1.8351596916538688,0.3527138181823746,-0.683933481280315,0.0,performanz,kognition,1,-1,-1.25225757884932,-0.2714361452646,-0.33937066335106,-0.43977827835666,-0.84186464733351,-0.7555242910201201,-0.37128701717181
alle_ausser_lehrkraft_id_1,2,2025-01-13,2025-01-15,8,14,0.71382144994389,4.5772987610381,3.86347731109421,1.816194358496927,0.3550891283418823,-0.6493076820250465,0.0,kognition,regulation,-1,1,1.20518474892221,0.18900611280864,0.35595137791093,0.40387260131044,0.88856570671919,0.66932328223797,0.53198799356114
alle_ausser_lehrkraft_id_1,2,2025-01-15,2025-01-22,14,14,4.5772987610381,2.2331327512708,-2.3441660097673,0.2268944438658106,0.8150660433746111,0.9742592841720403,0.9742592841720403,regulation,kognition,1,1,0.11137789355392003,0.07958442917406,0.06410019577705,0.05623933658536001,-0.08127736923068002,-0.03481824217777002,-0.13286215902987003
alle_ausser_lehrkraft_id_1,2,2025-01-22,2025-10-13,14,12,2.2331327512708,3.1105149252108,0.8773821739400001,0.32293825210432536,0.7558931782412027,0.9478550415202539,0.9478550415202539,kognition,kognition,1,1,0.032451997319729975,-0.231074493280413,-0.10280725508107,-0.09123171031555,0.08441344725505001,0.14433141122548998,-0.05468837252222997
alle_ausser_lehrkraft_id_1,2,2025-10-13,2025-10-13,12,12,3.1105149252108,3.1172442691244,0.006729343913599806,0.3316888070500413,0.7509261883902151,0.944990914324718,0.944990914324718,kognition,kognition,1,1,0.16475802978117005,-0.037516048702287,0.02497529462334999,-0.21694329034284002,0.08004278594066,-0.09635343273120994,-0.13448350935391
alle_ausser_lehrkraft_id_1,2,2025-10-13,2025-10-13,12,12,3.1172442691244,3.5717878102127,0.4545435410883001,0.24375194921941667,0.8040188404348663,0.9702923151524913,0.9702923151524913,kognition,kognition,1,1,-0.16544367005843008,0.0025796929428273,0.04999839683998,0.11804725049654,0.0023780970926000067,0.09625078016621996,0.07957316699387001
alle_ausser_lehrkraft_id_1,2,2025-10-13,2025-10-13,12,12,3.5717878102127,3.648548811648,0.07676100143529974,0.36601227780207196,0.7320578418292187,0.9330171351297643,0.9330171351297643,kognition,performanz,1,1,-0.14146231912267998,0.18941456957508268,0.10206778877389,0.14585414432035998,-0.16105087073437002,-0.029273505446669956,0.13996404751553
alle_ausser_lehrkraft_id_1,3,2026-01-06,2026-01-06,19,19,3.2342344427424,4.8610905793176,1.6268561365752001,0.150217956738041,0.8694004420135716,0.988717224641649,0.988717224641649,kognition,methodik,1,1,-0.11179740302115998,0.016792898142917997,0.004813173620552003,0.05089686061005,0.08310341361750001,-0.004997284882999997,0.015490852297220026
alle_ausser_lehrkraft_id_1,3,2026-01-06,2026-01-06,19,19,4.8610905793176,1.9518307068104,-2.9092598725072003,0.422524266076015,0.7029757058264222,0.9107359813323704,0.9107359813323704,methodik,kognition,1,1,0.08887726201707996,0.273876282676774,0.14121808503374,0.08451887485686999,-0.13830989137882,-0.20772269481172,-0.0790887967151
alle_ausser_lehrkraft_id_1,3,2026-01-06,2026-01-06,19,19,1.9518307068104,3.3071324215857,1.3553017147753,0.5211393371975823,0.6574019720259914,0.8642057892842046,0.8642057892842046,kognition,performanz,1,1,-0.11361478043050999,-0.310336028186538,-0.03406951046564999,-0.0952953735325,0.030122915760940006,0.38592330135019004,-0.047784052913380004
alle_ausser_lehrkraft_id_1,3,2026-01-06,2026-01-06,19,19,3.3071324215857,3.5459767256588,0.2388443040731003,0.3073090223563114,0.7649300837820169,0.9527803064449151,0.9527803064449151,performanz,kognition,1,1,0.12672371430286,0.006817414516509,-0.047806938499190016,-0.08109615137032,0.07243101322036,-0.21711017150540002,0.13072218989603002
alle_ausser_lehrkraft_id_1,3,2026-01-06,2026-01-13,19,19,3.5459767256588,3.9028243912711,0.35684766561229964,0.1279403349032593,0.886571717541928,0.9918155913013253,0.9918155913013253,kognition,kognition,1,1,-0.02007372878046998,0.009957846401626003,-0.056208697828579984,0.05717920101922003,-0.007873110155660001,0.07207535606704996,-0.06465983642534001
alle_ausser_lehrkraft_id_1,3,2026-01-13,2026-01-13,19,19,3.9028243912711,4.1753366045791,0.27251221330800046,0.2664129708258689,0.7896318365626559,0.9645118885646176,0.9645118885646176,kognition,kognition,1,1,-0.08225059776754001,0.16832941247942299,0.16640013667191,0.054277013442569966,-0.05369324320269997,-0.039162255804439994,0.02871015094853996
alle_ausser_lehrkraft_id_1,3,2026-01-13,2026-01-13,19,19,4.1753366045791,3.7945306446695,-0.3808059599096003,0.3355666248019711,0.7487458741702784,0.9436972369358315,0.9436972369358315,kognition,regulation,1,1,-0.09621137959519,0.08463750430001002,-0.29333323404565903,0.06303632962201,0.04019589187281997,-0.028077864746699988,0.06134151712468
alle_ausser_lehrkraft_id_1,3,2026-01-13,2026-01-13,19,19,3.7945306446695,2.8888755659315,-0.905655078738,0.331890199417432,0.7508126423915421,0.9449241119735753,0.9449241119735753,regulation,sozial,1,1,-0.005078668810770015,0.25108499282026003,0.04969842617869,0.018827783964970035,-0.17387730371521998,-0.008823214654699985,-0.11809340834743998
alle_ausser_lehrkraft_id_1,3,2026-01-13,2026-01-13,19,19,2.8888755659315,4.6528861597638,1.7640105938323,0.4142587354251844,0.7070841953819426,0.9141943686302468,0.9141943686302468,sozial,performanz,1,1,0.07331639193402001,-0.32706135382999,0.143563168629219,-0.06030540030199,0.15321264985324,0.10589707472356003,0.018178178628249997
