scope,id,datum,teilnehmer_id,gruppe_id,lehrkraft_id,d_semantisch,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,operator_count,modulator_count,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation
alle_ausser_lehrkraft_id_1,823,2025-01-08,2,3,14,3.8760917266977,performanz,1.9510897771911,1,0,0,0.43424935009182,0.2714361452646,0.16084112390584,0.43977827835666,0.35670810228745,0.50336392457206,0.37128701717181
alle_ausser_lehrkraft_id_1,822,2025-01-13,2,1,8,0.71382144994389,kognition,-0.58392,-1,3,1,-0.8180082287575,0.0,-0.17852953944522,0.0,-0.48515654504606,-0.25216036644806,0.0
alle_ausser_lehrkraft_id_1,821,2025-01-15,2,3,14,4.5772987610381,regulation,2.4350733036945,1,0,0,0.38717652016471,0.18900611280864,0.17742183846571,0.40387260131044,0.40340916167313,0.41716291578991,0.53198799356114
alle_ausser_lehrkraft_id_1,820,2025-01-22,2,3,14,2.2331327512708,kognition,1.1133431751098,1,1,0,0.49855441371863,0.2685905419827,0.24152203424276,0.4601119378958,0.32213179244245,0.38234467361214,0.39912583453127
alle_ausser_lehrkraft_id_1,766,2025-10-13,2,1,12,3.1105149252108,kognition,1.6517086769815,1,0,0,0.53100641103836,0.037516048702287,0.13871477916169,0.36888022758025,0.4065452396975,0.52667608483763,0.34443746200904
alle_ausser_lehrkraft_id_1,767,2025-10-13,2,1,12,3.1172442691244,kognition,2.1688746734496,1,0,0,0.69576444081953,0.0,0.16369007378504,0.15193693723741,0.48658802563816,0.43032265210642,0.20995395265513
alle_ausser_lehrkraft_id_1,768,2025-10-13,2,1,12,3.5717878102127,kognition,1.8941985677148,1,0,0,0.5303207707611,0.0025796929428273,0.21368847062502,0.26998418773395,0.48896612273076,0.52657343227264,0.289527119649
alle_ausser_lehrkraft_id_1,769,2025-10-13,2,1,12,3.648548811648,performanz,1.8144280300528,1,0,0,0.38885845163842,0.19199426251791,0.31575625939891,0.41583833205431,0.32791525199639,0.49729992682597,0.42949116716453
alle_ausser_lehrkraft_id_1,1341,2026-01-06,3,1,19,3.2342344427424,kognition,1.9138365334644,1,1,0,0.59174146152093,0.038405650800278,0.099214849723068,0.31748586916428,0.39987967905516,0.44424680314885,0.42480704035474
alle_ausser_lehrkraft_id_1,1342,2026-01-06,3,1,19,4.8610905793176,methodik,2.3478293915917,1,1,0,0.47994405849977,0.055198548943196,0.10402802334362,0.36838272977433,0.48298309267266,0.43924951826585,0.44029789265196
alle_ausser_lehrkraft_id_1,1343,2026-01-06,3,1,19,1.9518307068104,kognition,1.1102486082864,1,0,0,0.56882132051685,0.32907483161997,0.24524610837736,0.4529016046312,0.34467320129384,0.23152682345413,0.36120909593686
alle_ausser_lehrkraft_id_1,1344,2026-01-06,3,1,19,3.3071324215857,performanz,2.0419955009538,1,1,0,0.45520654008634,0.018738803433432,0.21117659791171,0.3576062310987,0.37479611705478,0.61745012480432,0.31342504302348
