scope,teilnehmer_id,datum_before,datum_after,lehrkraft_id_before,lehrkraft_id_after,d_semantisch_before,d_semantisch_after,delta_d_semantisch,driftgeschwindigkeit,stabilisierung,resonanz_cosine,resonanzbildung,dominante_dimension_before,dominante_dimension_after,polaritaet_before,polaritaet_after,delta_kognition,delta_sozial,delta_affektiv,delta_motivation,delta_methodik,delta_performanz,delta_regulation
alle_lehrkraefte,2,2024-11-28,2025-01-08,1,14,0.0,3.8760917266977,3.8760917266977,0.9999974200883496,0.5000006449787446,0.0,0.0,,performanz,0,1,0.43424935009182,0.2714361452646,0.16084112390584,0.43977827835666,0.35670810228745,0.50336392457206,0.37128701717181
alle_lehrkraefte,2,2025-01-08,2025-01-13,14,8,3.8760917266977,0.71382144994389,-3.16227027675381,1.8351596916538688,0.3527138181823746,-0.683933481280315,0.0,performanz,kognition,1,-1,-1.25225757884932,-0.2714361452646,-0.33937066335106,-0.43977827835666,-0.84186464733351,-0.7555242910201201,-0.37128701717181
alle_lehrkraefte,2,2025-01-13,2025-01-15,8,14,0.71382144994389,4.5772987610381,3.86347731109421,1.816194358496927,0.3550891283418823,-0.6493076820250465,0.0,kognition,regulation,-1,1,1.20518474892221,0.18900611280864,0.35595137791093,0.40387260131044,0.88856570671919,0.66932328223797,0.53198799356114
alle_lehrkraefte,2,2025-01-15,2025-01-22,14,14,4.5772987610381,2.2331327512708,-2.3441660097673,0.2268944438658106,0.8150660433746111,0.9742592841720403,0.9742592841720403,regulation,kognition,1,1,0.11137789355392003,0.07958442917406,0.06410019577705,0.05623933658536001,-0.08127736923068002,-0.03481824217777002,-0.13286215902987003
alle_lehrkraefte,2,2025-01-22,2025-02-10,14,1,2.2331327512708,1.2396455138466,-0.9934872374242001,0.6157369433970002,0.6189126293649966,0.8104316301933062,0.8104316301933062,kognition,performanz,1,1,-0.25332499586471,-0.2685905419827,0.040814466575890024,-0.10678797401417,-0.12852962045252,0.42433104301259006,-0.18213006675921997
alle_lehrkraefte,2,2025-02-10,2025-02-26,1,1,1.2396455138466,1.2396455138466,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,performanz,performanz,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alle_lehrkraefte,2,2025-02-26,2025-04-30,1,1,1.2396455138466,3.2665174874432,2.0268719735965997,0.5646161730924685,0.6391343878438231,0.8406025147645882,0.8406025147645882,performanz,motivation,1,1,0.19639416422133,0.028043641757625,-0.06528306444294002,0.10145648323964002,0.25800012140969997,-0.39573790135162,0.20422160421056998
alle_lehrkraefte,2,2025-04-30,2025-08-25,1,1,3.2665174874432,4.3258647160129,1.0593472285696999,0.20370794337979062,0.830766304650432,0.9792514254197826,0.9792514254197826,motivation,kognition,1,1,0.09675359669471006,0.016994045999668,-0.125653132008965,-0.09447297473054,-0.06026312557315,0.05130950922756,0.02947384508516998
alle_lehrkraefte,2,2025-08-25,2025-08-25,1,1,4.3258647160129,3.916840808544,-0.40902390746889994,0.2637792805037988,0.7912774132531714,0.9652100763446582,0.9652100763446582,kognition,kognition,1,1,0.025075202665239993,0.031685956540932994,0.22037506588009498,-0.04185275654960002,0.036533728022640044,-0.02800756543095001,-0.124542295207
alle_lehrkraefte,2,2025-08-25,2025-08-25,1,1,3.916840808544,4.0164817262936,0.09964091774960027,0.2971413337797843,0.7709260155067805,0.9558532912567606,0.9558532912567606,kognition,regulation,1,1,-0.10459699998600003,-0.028814619007672994,-0.22151452982095998,0.06238862088824998,0.031070997815249968,0.009129431807989974,0.15004125165197002
