gruppe_id,kw,n,d_semantisch_mittel,kohärenzindex,stabilitaetsindex,polarisierungsindex,dominante_dimension,polaritaet_positiv,polaritaet_neutral,polaritaet_negativ,kognition,sozial,affektiv,motivation,methodik,performanz,regulation
0,202536,5,0.9999983012387117,0.9966013401905142,0.9286216082042561,0.026221086233708054,kognition,1.0,0.0,0.0,0.460252395961676,0.13142665583172958,0.24750674196369604,0.39569689926401397,0.43080061574320394,0.440100122839376,0.40864741636336
0,202537,5,1.13064388625765,0.9881105537386506,0.8116888242004273,0.07006940135636562,performanz,1.0,0.0,0.0,0.48720871517589404,0.287468130215182,0.303308336367976,0.47605019555887607,0.43676072829402396,0.49785222084306396,0.41339044853720397
0,202538,5,0.9999984244248357,0.9901208032318872,0.8783115948314407,0.04237283898150433,performanz,1.0,0.0,0.0,0.42492668779601395,0.1323003966828496,0.23847077690384402,0.41269611319203603,0.41607396553805404,0.441553306512934,0.43243123183119997
0,202539,4,0.9999983003768516,0.9987878096260819,0.9563991042277459,0.014806972173623308,performanz,1.0,0.0,0.0,0.427615714570615,0.1379047608210225,0.22798400544505001,0.42517487277092997,0.4244097762496025,0.4399639932653275,0.4350384149988675
0,202540,4,0.9999983249632829,0.9965544696391165,0.9267216338031429,0.028185220734758355,performanz,1.0,0.0,0.0,0.43222383200583003,0.16193472408815301,0.27302234573990997,0.4063558942863225,0.42421123268302,0.4446535067281525,0.40340917569991
0,202541,1,0.9999982877472258,1.0,1.0,0.0,performanz,1.0,0.0,0.0,0.41215155539903,0.17753626425986,0.32528423827621,0.41726847257571,0.41084579103279,0.42064496430477,0.41587171323772
0,202543,5,0.999998231354289,0.9946044003635365,0.9116312500196143,0.030817950382336198,kognition,1.0,0.0,0.0,0.442788717364284,0.167037394552948,0.24142193584108,0.41026999474992804,0.417939772400998,0.436431748322238,0.41655579530611603
0,202544,7,0.9999982973779248,0.9885071765943846,0.8786023543543191,0.046164021597965614,performanz,1.0,0.0,0.0,0.4284836811619028,0.12447180119563542,0.2548612336182743,0.4104957965452329,0.4227213350460957,0.44400708382146997,0.41079794482782855
0,202545,8,0.9999982705657642,0.9954454279919965,0.9192956569298688,0.028816681116781737,kognition,1.0,0.0,0.0,0.43370020838327,0.18479279533503212,0.260437098403775,0.40967954645104,0.425705826870005,0.42683690606432123,0.41180567784559496
0,202546,5,0.9999982808637977,0.9914766277208558,0.8994908897456932,0.036138973130337475,kognition,1.0,0.0,0.0,0.4249424671882659,0.192277679753716,0.277693276214062,0.415018520959066,0.41556369599718196,0.424499375417896,0.40401594436692
0,202547,3,0.9999982774155782,0.9962912867433394,0.9257307880765622,0.020430445293659418,kognition,1.0,0.0,0.0,0.4327061701701034,0.18516149026837,0.27331261057625333,0.4055596240447233,0.42291778733278,0.42352868897346996,0.4167242544161234
0,202548,7,0.999998287044337,0.9961020901336541,0.9239551965741645,0.025951804259932914,kognition,1.0,0.0,0.0,0.4308533081253757,0.193732637190625,0.26129143728196,0.40842167772020427,0.42176625348787283,0.4253357558449372,0.4185335196498614
0,202549,7,0.9999982703948723,0.9971179929060262,0.9401120045828879,0.019887792705084863,performanz,1.0,0.0,0.0,0.4279175974386371,0.16339747316154554,0.25937084855851145,0.41872778512741143,0.42252911950302,0.42867670251076284,0.42370730560549
0,202550,8,0.9999982640783158,0.99400054359861,0.910767276726392,0.03317619006027922,performanz,1.0,0.0,0.0,0.4339310313830187,0.16396014368635964,0.2715070953089425,0.400626248357045,0.41754855998391505,0.43671272196260125,0.41662007453815253
0,202551,7,0.9999983040021195,0.9964377509625713,0.9240785478294233,0.025446165106545106,regulation,1.0,0.0,0.0,0.4165939607503315,0.26064963325314144,0.26104745950851715,0.40738166013800725,0.41029311584697575,0.4142011452048529,0.4211738851020314
0,202552,2,0.9999983354118287,0.9996637890679375,0.974726439441135,0.00672067413109143,regulation,1.0,0.0,0.0,0.41026643282630504,0.2853669416694,0.29449402827931,0.40234898957156,0.40496067998257,0.40809359406735,0.41282750754325503
0,202602,5,0.9999983243399662,0.992795262329895,0.9107285112430493,0.0302348011365347,kognition,1.0,0.0,0.0,0.4146400114588079,0.217793381453324,0.31066599705973597,0.40649044033461995,0.405741527750886,0.413680958015682,0.410819755388912
0,202603,6,0.9999982908150002,0.9915662818029699,0.8935892223479226,0.035375549727163974,kognition,1.0,0.0,0.0,0.42685587930490837,0.21540825124763166,0.260306021510105,0.4043865911936033,0.41922411345883503,0.4238824065271099,0.40973257377775835
0,202604,8,0.999998277836657,0.9867588555352086,0.87610592304485,0.049572860786882784,performanz,1.0,0.0,0.0,0.4272667422627025,0.2021127276624229,0.250885903407455,0.3937527937888162,0.40667834854288376,0.43270217185294746,0.4238865575732487
0,202605,5,0.999998281483796,0.9962841369411694,0.9279995596109248,0.021652799849130207,performanz,1.0,0.0,0.0,0.42022216759923997,0.20410937901165802,0.273508811720918,0.413937504536204,0.415022911959534,0.425232424824532,0.418465531340708
1,202536,2,0.9999982853835634,0.9986852873407867,0.9512385803162768,0.012199203825662853,methodik,1.0,0.0,0.0,0.42338725956241,0.20210839601898,0.269308370455535,0.41454090945370503,0.424548019727775,0.42253870939029503,0.41726869237309
1,202537,1,0.9999982459442407,1.0,1.0,0.0,kognition,1.0,0.0,0.0,0.44610544385923,0.044005005883703,0.21009793773487,0.42209090084156,0.43855567854728,0.44135520563726,0.43545678495694
1,202538,2,0.9999983284344851,0.9994545123517119,0.9680304504213736,0.010090727861547145,performanz,1.0,0.0,0.0,0.40578082448491004,0.27585938616565997,0.31143176878294,0.40735137646241004,0.40575726977362503,0.40890339856137503,0.40420744980839995
1,202539,2,0.9999982760739657,0.998371588141611,0.9460332924644733,0.01607495561116572,performanz,1.0,0.0,0.0,0.41664369114849,0.18324790945565,0.28854686230479,0.417206983564765,0.414386129203525,0.438608186799475,0.410069098080485
1,202540,2,0.999998207895987,0.9933177903736757,0.8965304445931451,0.029447336610344287,methodik,1.0,0.0,0.0,0.43149444877962,0.0641284015734,0.09207096317105,0.42402128939766504,0.451498971666795,0.44792820027614,0.45123682789896
1,202541,1,0.9999983091866712,1.0,1.0,0.0,kognition,1.0,0.0,0.0,0.42436584025182,0.23416978352701,0.27034580506521,0.40649762893261,0.42126874119559,0.41887409044253,0.4169229327942
1,202542,1,0.999998272528723,1.0,1.0,0.0,kognition,1.0,0.0,0.0,0.45055197128268,0.10238398602621,0.2929980840192,0.39611464158368,0.43478082827858,0.44163418237244,0.39960878299261
1,202543,2,0.9999982827866724,0.9994217798107379,0.9671165844975241,0.008532592996429998,regulation,1.0,0.0,0.0,0.42807509415215,0.185003089720395,0.25055846236303,0.41231816543947497,0.427053658754525,0.42647049332280496,0.42933473225879004
1,202544,2,0.9999982563345517,0.9994420769750667,0.9676799127341827,0.011081124070017068,regulation,1.0,0.0,0.0,0.428372805684165,0.1109863773950555,0.24396572259573499,0.42424291078946497,0.42809066932118,0.433118446592905,0.43898202022170496
1,202545,3,0.999998304814487,0.992480293480698,0.8984855043063087,0.03492400672924165,regulation,1.0,0.0,0.0,0.4092508234617467,0.20028867181849166,0.24745074261201663,0.42200622395003,0.4134099210453,0.4251024413954867,0.4318229188486833
1,202546,3,0.999998295911698,0.9909015631264939,0.887102886085918,0.03586501958369483,kognition,1.0,0.0,0.0,0.42355593367067,0.16470684980283334,0.2808073853810533,0.4128658263537767,0.4123374562410733,0.42205048757116664,0.42177578867859
1,202547,3,0.9999982735862026,0.9959859602999829,0.9186640131367019,0.023887474634426496,performanz,1.0,0.0,0.0,0.42891813906767995,0.15641469213529,0.23329684467792666,0.42296250878225,0.42540223300032665,0.43236766610284,0.42698328060005997
1,202548,3,0.9999982700900616,0.9966935840400251,0.9273538994518987,0.023227206082036572,performanz,1.0,0.0,0.0,0.4321651883588033,0.175945281950128,0.24936645958200332,0.41958249121810337,0.41672411687804,0.43502113643949003,0.4177746933254567
1,202549,4,0.9999982928147717,0.9855843596042483,0.8721099302403322,0.04523617336624551,kognition,1.0,0.0,0.0,0.42403775720287,0.17441956227257827,0.25079564326791726,0.411039269224855,0.4188278992007125,0.42191731717691755,0.419356939626975
1,202550,3,0.9999982853630551,0.9974665552063491,0.9350812655552251,0.02072702472899804,performanz,1.0,0.0,0.0,0.42387807410302,0.20006092704693332,0.26683392778668336,0.40891885599466665,0.41859049635682005,0.42750291328589335,0.4229035354399433
1,202551,1,0.9999982949908315,1.0,1.0,0.0,kognition,1.0,0.0,0.0,0.43316558731223,0.1856372787049,0.23652572423226,0.41587677275142,0.42618004065313,0.42931315248482,0.42786194785558
1,202602,2,0.9999982653488406,0.9976021664350758,0.9352707441896897,0.018826454133015924,performanz,1.0,0.0,0.0,0.43015254561543,0.1385987266105585,0.25744628709294,0.417547455566445,0.4248702726361,0.43250626490805,0.427510145065895
1,202603,4,0.9999982772033654,0.9849493975544267,0.8526602823362117,0.03963236904902968,kognition,1.0,0.0,0.0,0.43103081729612497,0.16651873898283248,0.246634836230385,0.40491703228501996,0.42458584698212254,0.427872056358075,0.4104530833731675
1,202604,3,0.9999981909421307,0.9901808200121096,0.8834001688608292,0.043704542690699996,performanz,1.0,0.0,0.0,0.44483338940184664,0.12552512386962666,0.25162848445770664,0.38792360602775333,0.40571825734604666,0.46848540593586335,0.4110154615586334
1,202605,2,0.9999982907593525,0.9998658406120192,0.9838841145532401,0.004298619463313576,kognition,1.0,0.0,0.0,0.43161332674663,0.23206660543746999,0.22460571906352,0.40941785800927,0.42551237190954505,0.424982687230805,0.424077273489255
2,202536,8,0.9999982696473171,0.9965575049466104,0.9294187683585875,0.025784457622745786,performanz,1.0,0.0,0.0,0.4271385115622838,0.1620887958356529,0.278893147329605,0.41327006128023375,0.42241703391103247,0.4271859774577775,0.4182174038716038
2,202537,7,0.999998282530893,0.9950149993594554,0.9267572508608451,0.027329455563699423,kognition,1.0,0.0,0.0,0.4278839541373343,0.1860560476716743,0.2769560204564943,0.4060298652189657,0.42300863362339575,0.4261119084075085,0.4126467808781829
2,202538,8,0.9999982710279259,0.9956699688901763,0.9219346333162631,0.028724298902095463,kognition,1.0,0.0,0.0,0.436662020591975,0.182587659879123,0.271399434309165,0.40197746887379,0.4266367021532425,0.4281117416170475,0.4084130357396388
2,202539,6,0.9999983195871884,0.9970855910047611,0.9440782007473524,0.02120350464240178,kognition,1.0,0.0,0.0,0.41512948198783167,0.24176445361997168,0.31454283788512166,0.40235866945829496,0.4112811897803799,0.41073286448731167,0.40584528811820836
2,202540,9,0.999998270927531,0.9907820901773972,0.89151200989925,0.04358431922037328,performanz,1.0,0.0,0.0,0.4359952924794677,0.14951169294221492,0.25326232909682334,0.4014867982624911,0.4223752851803822,0.4364680225002078,0.4182839244202655
2,202541,3,0.9999982535195305,0.9977960167602262,0.9401405359308649,0.01793361845665625,performanz,1.0,0.0,0.0,0.4292472484874967,0.13033805662493,0.24013746221880664,0.42554376371491337,0.42877162986221,0.43433153985005335,0.42791320552765333
2,202543,7,0.9999983176140529,0.9992092279198622,0.964247670255989,0.01153789365939985,performanz,1.0,0.0,0.0,0.41177250922858283,0.2382924340116414,0.3185668928616443,0.4073755215220685,0.4092631620112144,0.4119304882006643,0.40921033050916433
2,202544,6,0.9999974526654652,0.7973282722896696,0.6840446755335547,0.17929617375008425,regulation,0.8333333333333334,0.0,0.16666666666666666,0.3561169634389793,0.16225793393594667,0.1416430425667833,0.34445924607321593,0.3647787537281966,0.24135033335229003,0.3905813102065567
2,202545,7,0.9999982878743611,0.9899987740691643,0.8898070504703042,0.037757633813911846,regulation,1.0,0.0,0.0,0.4246221186503414,0.15928154677361445,0.2436744715372767,0.4153006855299856,0.4251457106940229,0.4252496683236429,0.42541932085850853
2,202546,6,0.9999983356181391,0.9961115288302428,0.9302489649249475,0.028131752714355914,performanz,1.0,0.0,0.0,0.41804878989215166,0.23650587027243333,0.30913234548995333,0.402065630993645,0.40518888879516507,0.42895145714456,0.3951431268506
2,202547,5,0.9999982933603185,0.9934832728861911,0.9014268657414568,0.03381471390218803,performanz,1.0,0.0,0.0,0.424201949663842,0.18742831943242738,0.27090564475768997,0.4115961464083259,0.420223816425432,0.42429753687305993,0.41534475289655803
2,202548,7,0.9999982873770986,0.9935099188921382,0.9109503564290168,0.03264443211808677,performanz,1.0,0.0,0.0,0.42951502089803284,0.13522916578821584,0.2718452501316914,0.4090431502752386,0.4231281381257557,0.4343293317759457,0.4187994377173285
2,202549,6,0.9999983141413793,0.9989027542277603,0.960959713658604,0.01563110828822759,performanz,1.0,0.0,0.0,0.4247823976137766,0.20595899498376002,0.3076568357817117,0.40869698034183005,0.40868274810140165,0.4259314686809867,0.40597906373988674
2,202550,6,0.9999983028440912,0.9963013027504448,0.925997523212459,0.024222862027062277,performanz,1.0,0.0,0.0,0.4188772560095366,0.20074592572032332,0.30251808998748503,0.4095002480042967,0.41300217607110173,0.41951673664187333,0.4136219247974484
2,202551,4,0.9999983018684042,0.9961277251184221,0.9262695349711138,0.02309744166269365,performanz,1.0,0.0,0.0,0.42190792504299246,0.23386194272773503,0.27157546757654,0.407970796511385,0.41087137474904,0.4219639361862325,0.41533975712049
2,202552,2,0.9999982412236623,0.9996852338058995,0.9755255607181619,0.008226110292611426,performanz,1.0,0.0,0.0,0.438599765782285,0.10382328788549999,0.26452686814271,0.41203414714794,0.434267146571945,0.44031924777797,0.41713597874265
2,202602,4,0.9999984140464875,0.993666681852565,0.9036621705101441,0.03181230817085588,kognition,1.0,0.0,0.0,0.4380453380630575,0.21517348024517002,0.21141291457904599,0.41790221454272247,0.42224690339444004,0.4229607064711025,0.415525101473625
2,202603,3,0.9999982956730601,0.9984436409186455,0.9493607045527757,0.015635956463737454,kognition,1.0,0.0,0.0,0.42117742272190334,0.22402491141498668,0.27715438071550996,0.40893900080668,0.41661357917621,0.4197060342413233,0.41897856393078997
2,202604,3,0.9999982420622393,0.9922649270681432,0.8902661842285486,0.034418744334250226,performanz,1.0,0.0,0.0,0.44098426141456,0.080560320080802,0.2285614281167633,0.4191578415672433,0.41942513278648996,0.44439829135909337,0.42695226181040336
2,202605,2,0.9999983289922914,0.9998619394393294,0.9836552970070787,0.004881993841612144,regulation,1.0,0.0,0.0,0.410014596488605,0.248717467824615,0.308478245641625,0.40626639958101,0.40363183623734,0.41463439177484995,0.41796728961152996
3,202536,3,0.9999982930644666,0.9897291389314641,0.8817571068737781,0.036466807962118035,regulation,1.0,0.0,0.0,0.4196180061157433,0.15073932154691536,0.25770131763806664,0.42034459742297003,0.4168564194370166,0.42262715827944336,0.43043730228130334
3,202537,2,0.9999983040804545,0.9988488750356748,0.9542277237880769,0.013131053476179282,kognition,1.0,0.0,0.0,0.42561408711956,0.22023863041214,0.30319710419219503,0.403010190238015,0.4213409208753,0.41795410504982,0.40185044816385496
3,202538,2,0.9999982955211897,0.9994324686512027,0.9674119041578303,0.012011004190943572,performanz,1.0,0.0,0.0,0.418575691639995,0.22003910134827498,0.30799486811884,0.40588738456358997,0.41646611460676997,0.42046727985265,0.406690143445825
3,202539,4,0.9999982398887223,0.9959667379293873,0.9212934572956178,0.023094559472667902,kognition,1.0,0.0,0.0,0.44867786264071,0.0377481850173075,0.2348631808762375,0.4088611257700775,0.44105609655015754,0.4402688049467425,0.42250948684545253
3,202540,4,0.9999983086037951,0.9934800937161509,0.9071847598083975,0.029852658539215416,kognition,1.0,0.0,0.0,0.419025347759575,0.21575469506656675,0.3039748597759275,0.40050014487766994,0.41428946023131247,0.4146822391752725,0.41044954563325503
3,202541,1,0.9999982700655881,1.0,1.0,0.0,kognition,1.0,0.0,0.0,0.43928114891404,0.20885154343396,0.21159822519866,0.41089449742893,0.41476910974852,0.4342539660884,0.43496163826078
3,202542,1,0.9999985403698138,1.0,1.0,0.0,performanz,1.0,0.0,0.0,0.41234346422793,0.16357158423195,0.21867902204046,0.40428950001547,0.39548663306279,0.47969684433415,0.4532383822927
3,202543,4,0.9999982949326387,0.9897975691815369,0.8921581066502399,0.0377183010014962,kognition,1.0,0.0,0.0,0.4300188345600575,0.15278209674438148,0.284982430456705,0.4090278536046475,0.40767780674785997,0.4255515162057175,0.4190742919089725
3,202544,4,0.9999982875056144,0.994091931419188,0.9073303648327967,0.03296089530162293,performanz,1.0,0.0,0.0,0.44393116288006246,0.15937741572206027,0.17239947931095023,0.4113672447260775,0.42347693299538247,0.44990412450410755,0.43017243162941504
3,202545,6,0.9999982909184985,0.9942450330014068,0.9111361429515831,0.030718779741213894,performanz,1.0,0.0,0.0,0.4192028246911883,0.20691767729188085,0.2887811708695667,0.40993721247245335,0.40995626651740674,0.422069229723575,0.4151195193648583
3,202546,4,0.9999982711743357,0.9908897597598549,0.8939713704862242,0.030969046657392064,performanz,1.0,0.0,0.0,0.43053510788473004,0.08852631728652824,0.23486783100765,0.41994782928353497,0.42932878632047,0.4334806070698175,0.43001629301318
3,202548,4,0.9999982835310792,0.998040996761233,0.946047849312901,0.018080179656303756,kognition,1.0,0.0,0.0,0.4342229949438025,0.18699405077842,0.2911030155983525,0.39740239351838247,0.427005439226125,0.42889348979767494,0.404491197147405
3,202549,4,0.9999983172653162,0.9941023686827452,0.9091359676835473,0.031564023429255114,kognition,1.0,0.0,0.0,0.4367932706514175,0.16478594184492426,0.2777119477604325,0.38969650491787255,0.42818590769256754,0.43496046803146005,0.41081912497689
3,202550,5,0.9999982627394608,0.9971711204980341,0.9353104510745702,0.02480286911429471,kognition,1.0,0.0,0.0,0.44141686048306805,0.173100188605602,0.280863435953876,0.39315004433094,0.426019851847092,0.4360080129259879,0.40557014206753206
3,202551,3,0.9999982533159398,0.9926774733998476,0.8988625576993279,0.031669572800000656,performanz,1.0,0.0,0.0,0.4332153438642233,0.191982181202339,0.24666074645758332,0.4084779416310367,0.4158867680816667,0.43859644938313,0.40969260406552666
3,202602,2,0.9999982544820429,0.9927243866930683,0.892531493506709,0.02553290196195999,kognition,1.0,0.0,0.0,0.439180821006235,0.116953638563865,0.19968416337477501,0.42099078656556,0.428760152825455,0.43389119119826003,0.43558750955131
3,202603,3,0.9999982904182084,0.9983988258759323,0.9470421678314422,0.015623507937070258,performanz,1.0,0.0,0.0,0.4180082742692733,0.22328636788695333,0.29180127109470333,0.41102974833841,0.41132671538064997,0.4206845825130033,0.41466910575425997
3,202604,4,0.9999983643346191,0.9882644217899521,0.8724660975677385,0.04395179970883565,performanz,1.0,0.0,0.0,0.4209784329055075,0.191172714202015,0.284001971876985,0.3914414892581425,0.406728716284515,0.450424132645725,0.4008738171661525
3,202605,3,0.9999982598114218,0.9983497989804914,0.9508683596015125,0.0166824297375123,kognition,1.0,0.0,0.0,0.4396584747531267,0.21482065261527336,0.21833686872966,0.40951741180190665,0.42302404887848666,0.42242196304017665,0.42951857400029664
