id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,operator_count,modulator_count,has_operator,operator_names,modulator_names,cluster_kmeans,cluster_dbscan
2430,0,12,MAT,2023-12-04,"Mathematik: Kongruenzsätze (SSS, SWS, WSW)","Felix wirkte etwas zurückhaltend, hat sich aber bemüht, alles zu lösen, was er machen sollte und ist gegen Ende der Stunde auch lockerer geworden. Wir haben intensiv den SSS und SWS - Satz wiederholt und ich hatte das Gefühl, mit Unterstützung und viel Wiederholung hat er es auch gut verstanden. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtvorbereitetLernfortschritt erzielt | 176 – 183 of 183 | add | Fach		Thema",1,0,36,1710,3115,0.0,0.5012089587606,0.47283864034019,0.63045152045358,0.0,0.31459530870634,0.16959145900201,1,1,motivation,1.0,1,1.5861547843764,0,0,0,,,0,0
2429,0,12,MAT,2023-12-11,Mathematik: Kongruenzsätze,"Felix arbeitet sehr konzentriert und ist sehr bemüht, seine Aufgaben zu lösen. Heute kam auch der Kongruenzsatz SSW dazu. Viel Üben und Wiederholen bringt ihm sehr viel und er hat es gut verstanden. Auch den Flächeninhalt von Dreiecken kann er ausrechnen. Material: Kongruenzsätze aus dem OLC | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzielt",1,0,36,1709,3113,0.1881181920702,0.3431483861417,0.34532120150453,0.56978798794776,0.17847110529737,0.40566357856878,0.45445847311426,2,2,motivation,1.3780785164011,1,2.4185712013422,0,0,0,,,0,1
2428,0,12,MAT,2023-12-18,Mathematik: Brüche,Felix beherrscht das Thema „Brüche“ schon ziemlich gut. Er konnte sie selbstständig erweitern und kürzen und hat dazu schon Aufgaben aus dem Schwierigkeitsgrad 3 lösen können. Material: Mathebuch der Schülerhilfe 5/6 zu Brüchen. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzielt,1,0,36,1707,3110,0.43609340367748,0.10801265364629,0.16579159198732,0.39749260460336,0.39033655889312,0.48410033152117,0.47534032196209,7,6,performanz,2.1977749505879,1,4.5399062270388,1,0,1,ziemlich,,0,1
2427,4,12,MAT,2023-12-20,"Brüche: Erweitern ung Kürzen, Umwandeln",unaufmerksam und macht viele Schusselfehler | beteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigUnverständnis,3,2,34,1706,3108,0.25775781148041,0.0,0.34367938602604,0.65546323522814,0.23292100262003,0.36084286211816,0.44871589311419,3,2,motivation,1.7203344127691,1,2.6245985521034,0,0,0,,,0,1
2424,0,12,MAT,2024-01-15,Brüche: Berechnung und umformen von Brüchen,"Beherrscht Multiplikation bis 100 sicher, schnell = Kopfrechnen als Erwärmung, Einstieg. | Erkennt wieder wie Brüche umgeformt und berechnet werden und übt dazu. | Er baut Sicherheit auf in den Rechenweisen. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken | add | Fach		Thema",1,0,37,1701,3101,0.26065571282368,0.0,0.29833114483633,0.36911250485341,0.20746555360131,0.78108088461566,0.23167867253301,2,1,performanz,1.7803177442296,1,2.2792901074475,0,0,0,,,0,1
2425,0,12,MAT,2024-01-15,Brüche: Berechnung und umformen von Brüchen,"Beherrscht Multiplikation bis 100 sicher, schnell = Kopfrechnen als Erwärmung, Einstieg. | Erkennt wieder wie Brüche umgeformt und berechnet werden und übt dazu. | Er baut Sicherheit auf in den Rechenweisen. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken | add | Fach		Thema",1,0,37,1701,3102,0.41400350183506,0.031892039670619,0.14998546556067,0.47834691418531,0.35730284348314,0.48521797089909,0.4616980432342,4,4,performanz,1.7014084514543,1,3.5064727634097,0,0,0,,,0,1
2426,0,12,MAT,2024-01-15,Brüche: Berechnung und umformen von Brüchen,"Beherrscht Multiplikation bis 100 sicher, schnell = Kopfrechnen als Erwärmung, Einstieg. | Erkennt wieder wie Brüche umgeformt und berechnet werden und übt dazu. | Er baut Sicherheit auf in den Rechenweisen. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken | add | Fach		Thema",1,0,37,1701,3103,0.81801143740294,0.0,0.17853023972912,0.0,0.48515844807745,0.25216135554961,0.0,1,1,kognition,0.811,1,0.99141868047763,0,0,0,,,0,1
2423,0,12,MAT,2024-01-22,Brüche: Alle Grundrechenarten,"Musste nur an das Kürzen erinnert werden, aber berechnete die Aufgaben sonst einwandfrei. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzielt",1,0,41,1698,3098,0.56819532922291,0.010365889377893,0.21380976872848,0.27546199709883,0.3693415489259,0.60215001148114,0.23757996421077,3,3,performanz,1.1327465300685,1,1.881159988326,2,0,1,"nur, aber",,0,1
2422,4,12,MAT,2024-01-24,Mathematik: Multiplikation von Dezimalzahlen,baut noch einige kleine Fehler ein; Thema muss weiter geübt werden | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtkonzentriertLernfortschritt erzielt,3,2,38,1697,3096,0.78108793300561,0.018432213851836,0.086879610359002,0.11348578136332,0.48890229627607,0.27009925920707,0.23905494098143,4,3,kognition,1.8432275404175,1,2.359810786534,0,0,0,,,0,1
2420,0,12,MAT,2024-02-05,Dezimalzahlen: Multiplikation und Diffusion von Dezimalzahlen,"Übt weiter daran. Nutzen Aufgaben ausm Lehrbuch. Erhält Hinweis bei Sachaufgaben alle formellen Angaben zur Zuordnung zu machen, nicht nur die Rechnung. | Er wird sicherer und schneller beim schriftlichen Rechnen und im Kopf. | Absprachen einhaltendfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetBasiswissen vorhandenLernfortschritt erzielt",1,0,37,1694,3092,0.41622947646463,0.017426113109251,0.26359341583208,0.50050118640718,0.3659075078534,0.44217461455411,0.42077856838126,4,3,motivation,1.951508717026,1,3.8990990731169,2,0,1,"nicht, nur",,0,1
