id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,operator_count,modulator_count,has_operator,operator_names,modulator_names,cluster_kmeans,cluster_dbscan
63,7,20,PHY,2024-11-15,weitere Themen: Berichtigung LK,eher Schusselfehler als systemische; manchmal fehlt noch der Ansatz bzw. konkrete Rechenweg | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltbeherrscht Themafähig zu Transferdenken,5,4,1,68,109,0.38071383171431,0.24748655049747,0.10171932034048,0.50201075725974,0.40130785713418,0.34363302156544,0.50230262053703,7,6,regulation,1.6222063442055,1,3.2295298787113,2,0,1,"eher, manchmal",,0,0
824,0,2,MAT,2024-11-28,weitere Themen: HA / Elektrizitätslehre Grundlagen,Elektrizitätslehre muss unbedingt neu gelernt werden | Absprachen einhaltendfleißig / bemühtarbeitet selbstständigLernfortschritt erzieltUnverständnis,4,3,1,820,1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0.0,1,0,1,unbedingt,,1,1
916,7,6,MAT,2024-12-06,Dezimalzahlen: Einheitenrechn. / Textaufgaben,10er-Potenzen üben; Einheitenrechnung festigen | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltbeherrscht Themafähig zu Transferdenken,5,4,1,934,1408,0.35631398946369,0.023682522378818,0.20225855720297,0.53166131949884,0.34707557200714,0.46566451560681,0.45999492574892,2,2,motivation,1.5253623452812,1,2.8690389402521,0,0,0,,,0,0
607,2,9,PHY,2025-01-28,weitere Themen: Einführungsgespräch / Dezimalzahlen,SHL-Gespräch notwendig / nach eigenen Aussagen bis Ende 7.Kl kein Mathe mehr / Grundrechenarten mit Dezimalzahlen festigen; Div. beginnen | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhanden,2,1,1,640,930,0.10849853438978,-0.074997223003202,0.055207155142918,-0.55733028917022,-0.31456385027744,-0.24856855490473,-0.71287486894184,4,4,regulation,-1.263710942149,-1,1.7726867202882,1,0,1,kein,,1,-1
540,0,8,MAT,2025-01-30,weitere Themen: PHY: Vorb. LK,sehr saubere Arbeit; meldet sich bei Fragen / derzeit: PHY: Elektrizitätslehre; MAT: lin. Gl. | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltbeherrscht Themafähig zu Transferdenken,4,3,1,540,810,0.57954535388351,0.019090019174942,0.23022370636312,0.37130863824344,0.4392989921981,0.39799388816367,0.34857076402281,4,3,kognition,2.1556184500854,1,3.7194891481524,1,0,1,sehr,,0,0
2756,6,17,ENG,2025-01-30,Dezimalzahlen: GrundRA,derzeit schriftl. Mul. / Defizite: Einmaleins / große Zahlen / Geometrie prüfen / Rechnen mit Zehnerpotenzen / Zahlen schreiben aus Zahlwörtern | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,4,3,1,1855,3507,0.50687000469957,0.019323089641497,0.25821320346202,0.43699791258942,0.40202238021958,0.40841226296759,0.39577872489359,5,3,kognition,2.1063936922436,1,4.1556781897009,0,0,0,,,0,0
252,0,23,MAT,2025-02-04,Exponentialgleichung/-funktion: gerade/ungerade Exp.,"Zusammenfassung DefB, WertB, NSt, .... erarbeiten | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltbeherrscht Themafähig zu Transferdenken",2,1,1,285,399,0.33163081089698,0.05454454126595,0.03272672475957,0.39762970582878,0.5454454126595,0.40853861408197,0.51326413331259,1,1,methodik,1.0,1,1.8333540301862,0,0,0,,,0,0
2754,6,17,ENG,2025-02-06,Grundrechenarten: Wdhlg/Zahlwörter/Zehnerrechnung,nächst.Mal: Division mit Einmaleinszahlen / Verständnis fehlt | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,4,3,1,1853,3503,0.58927459511577,0.043174994846865,-0.14214678301128,0.32285840156537,0.31059576723034,0.26816723591541,0.59837066190283,2,2,regulation,0.69295973748828,1,1.1580677294205,0,0,0,,,0,-1
972,7,11,MAT,2025-02-07,Koordinatensystem: lineare Abh. / Dreisatz,Dreisatz wird langsam / Einh.-Aufg. lösen | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhanden,5,4,1,1006,1511,0.35513198825636,0.075047231912638,-0.49554284312758,0.19989307836172,0.4534835581553,-0.3321264651086,0.51647015979249,2,2,regulation,0.31802631376274,1,0.61575899987893,0,0,0,,,0,-1
176,2,21,MAT,2025-02-10,weitere Themen: Korr.LK / Defititbest.,Hauptth. sehr gut /wichtige Nebenthemen miserabel :) | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,1,0,1,178,290,0.47761862849177,0.014629898512974,0.18602975272762,0.32706881131361,0.31871613703402,0.65068790183676,0.3241978796819,4,4,performanz,2.0498076429998,1,3.1502063129415,1,0,1,sehr,,0,0
819,1,2,MAT,2025-02-10,weitere Themen: Arb.Aufg.,"2 in Mathe/prima/das wird was, da bin ich mir sicher | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltbeherrscht Themafähig zu Transferdenken",1,0,1,801,1235,0.24522941785392,0.0,0.28233650081865,0.35332396388163,0.19360217198993,0.80667571662473,0.21699576777205,1,1,performanz,1.0,1,1.2396455138466,0,0,0,,,0,0
537,2,8,MAT,2025-02-18,Lineare Funktion/Gleichung: komplexe Übung,sehr gute Arbeit /nächstes mal Steigungsdreieck graf. best. / Graph aus KS bestimmen /FktGl aus KS zuordnen | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltbeherrscht Themafähig zu Transferdenken,2,1,1,535,803,0.5065917477162,0.028063272496535,0.20162566570364,0.35212625749247,0.41368637626193,0.53242265336444,0.35116440074563,5,4,performanz,2.2620039579833,1,4.2485018611867,1,0,1,sehr,,0,0
536,0,8,MAT,2025-02-20,Lineare Funktion/Gleichung: kompl. Ü.,mit Zeitm. / rechnerische der Fkt aus Punkten | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltbeherrscht Themafähig zu Transferdenken,4,3,1,534,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0.0,0,0,0,,,1,1
2753,6,17,MAT,2025-02-20,weitere Themen: Zahlwörter,unbedingt weiterüben / lesen und schreiben / EME / Fortschritt und Erfolgsempfinden deutlich spürbar | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhanden,4,3,1,1847,3498,0.29494245967888,0.0,0.36832408635619,0.57888457203824,0.26721888278764,0.41844288561889,0.44241825442017,3,1,motivation,2.477326279731,1,4.2794722999141,2,1,1,"unbedingt, deutlich",deutlich,0,0
971,7,11,MAT,2025-02-21,weitere Themen: GanzwertTA,EME / Kürzen / Ganzwertaufg. üben / 4. Aufg. LK | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken,5,4,1,1002,1507,0.2605465039152,0.0,0.34096209154335,0.64332470102519,0.23224021707009,0.40143461343972,0.43231419908893,1,1,motivation,1.0,1,1.5544150025009,0,0,0,,,0,0
684,3,10,MAT,2025-02-26,weitere Themen: Eingangstest,aktTh: Terme/Vektoren/Tangenten/Normalform/DiffR/Grenzwerte/PolynomDiv --> Def.: binF / Sachaufg | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertvorbereitetLernfortschritt erzieltBasiswissen vorhandenfähig zu Transferdenken | add | Fach		Thema,3,2,1,717,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0,0.0,0,0,0,,,1,1
