id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,sum_kognition,sum_sozial,sum_affektiv,sum_motivation,sum_methodik,sum_performanz,sum_regulation,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,operator_count,modulator_count,has_operator,operator_names,modulator_names,x_vector,sum_vector,vector_norm_x,vector_norm_sum,operator_list,modulator_list,sequence_index,has_previous_state,prev_id,delta_vector,delta_norm,delta_d_semantisch,cosine_prev_current,resonance_change,polaritaet_change,dominanz_change,dominanz_from,dominanz_to,operator
755,0,2,MAT,2025-10-23,Geometrie: SdP,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Selbstständigkeit hat sich in den letzten Wochen verbessert | gibt oft zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | ist zugänglich für spontane Wiederholungen | findet gelegentlich eigenständig Lösungsansätze",4,3,1,743,1133,0.43631034728331,0.1180046765747,0.10514865737317,0.42125288148312,0.36060760730328,0.44446342445796,0.52877870289535,1.6016970901272,0.43319565595442,0.38600115627335,1.5464210708738,1.3237920184376,1.6316270701689,1.9411488061702,3,3,regulation,1.9411488061702,1,3.6709941375368,1,0,1,gelegentlich,,"[0.43631034728331, 0.1180046765747, 0.10514865737317, 0.42125288148312, 0.36060760730328, 0.44446342445796, 0.52877870289535]","[1.6016970901272, 0.43319565595442, 0.38600115627335, 1.5464210708738, 1.3237920184376, 1.6316270701689, 1.9411488061702]",0.9999972759496778,3.670994137536805,['gelegentlich'],[],5,1,754.0,"[1.3986970901272, 0.35319565595442, 0.26600115627335, 1.2544210708738, 1.3237920184376, 1.3816270701689, 1.8071488061702001]",3.263822151443193,3.19378453998034,0.8709137273665107,0.12908627263348926,0,1,motivation,regulation,gelegentlich
726,0,4,ENG,2025-09-02,Lineare Funktion/Gleichung: VorbLK,"kann Gelerntes nur teilweise auf andere Fächer oder den Alltag übertragen | Ausdauer hat sich geringfügig verbessert | kann die Vorgehensweise einer behandelten Beispielaufgabe noch nicht auf andere Aufgaben übertragen | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte | arbeitet wenig konsequent auf langfristige Ziele hin, bei denen sofortige Erfolge gelegentlich ausbleiben | nur 30'/keine Vorb mgl",2,1,1,736,1104,-0.045064875860352,0.036913149846499,-0.11263625383988,0.53921073390568,0.19704523588595,0.52287806556497,0.61718503151163,-0.034966941279592,0.028641817346333,-0.087397228967793,0.41838681922109,0.15289222617629,0.40571390170151,0.47888898712129,3,2,regulation,0.47888898712129,1,0.77591450022383,1,0,1,nicht,,"[-0.045064875860352, 0.036913149846499, -0.11263625383988, 0.53921073390568, 0.19704523588595, 0.52287806556497, 0.61718503151163]","[-0.034966941279592, 0.028641817346333, -0.087397228967793, 0.41838681922109, 0.15289222617629, 0.40571390170151, 0.47888898712129]",0.9999871121481563,0.775914500223833,['nicht'],[],2,1,725.0,"[-0.468622273356752, -0.732015164187647, -0.784532701268763, -0.86172533795141, -0.27571062362820997, -0.7652358645784899, -0.39494575901561]",1.7120454380936605,-1.5065735969728697,0.8132891729417212,0.1867108270582788,0,1,motivation,regulation,nicht
727,0,4,ENG,2025-09-02,Lineare Funktion/Gleichung: VorbLK,"kann Gelerntes nur teilweise auf andere Fächer oder den Alltag übertragen | Ausdauer hat sich geringfügig verbessert | kann die Vorgehensweise einer behandelten Beispielaufgabe noch nicht auf andere Aufgaben übertragen | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte | arbeitet wenig konsequent auf langfristige Ziele hin, bei denen sofortige Erfolge gelegentlich ausbleiben | nur 30'/keine Vorb mgl",2,1,1,736,1105,0.43867325516652,0.04495104170913,0.097467221646455,0.41063104598145,0.38849258744244,0.50999194355286,0.46519286477064,1.8318439694488,0.1877098585462,0.40701077644729,1.7147432545529,1.6222958548313,2.1296617818885,1.9425865012838,5,4,performanz,2.1296617818885,1,4.1758633815523,1,0,1,selten,,"[0.43867325516652, 0.04495104170913, 0.097467221646455, 0.41063104598145, 0.38849258744244, 0.50999194355286, 0.46519286477064]","[1.8318439694488, 0.1877098585462, 0.40701077644729, 1.7147432545529, 1.6222958548313, 2.1296617818885, 1.9425865012838]",0.9999976052913757,4.175863381552325,['selten'],[],3,1,726.0,"[1.8668109107283921, 0.159068041199867, 0.494408005415083, 1.29635643533181, 1.46940362865501, 1.7239478801869903, 1.46369751416251]",3.564943005415611,3.3999488813284695,0.8226657134474548,0.17733428655254524,0,1,regulation,performanz,selten
728,0,4,ENG,2025-09-02,Lineare Funktion/Gleichung: VorbLK,"kann Gelerntes nur teilweise auf andere Fächer oder den Alltag übertragen | Ausdauer hat sich geringfügig verbessert | kann die Vorgehensweise einer behandelten Beispielaufgabe noch nicht auf andere Aufgaben übertragen | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte | arbeitet wenig konsequent auf langfristige Ziele hin, bei denen sofortige Erfolge gelegentlich ausbleiben | nur 30'/keine Vorb mgl",2,1,1,736,1106,0.3779217885154,0.27275714624174,0.33240350281161,0.47190795427221,0.3699431106647,0.45875909404899,0.31979174360427,1.5475341902998,1.1169004335946,1.3611434990217,1.9323937282884,1.5148626769271,1.8785510778319,1.3095001983011,7,5,motivation,1.9323937282884,1,4.094843055123,2,0,1,"wenig, gelegentlich",,"[0.3779217885154, 0.27275714624174, 0.33240350281161, 0.47190795427221, 0.3699431106647, 0.45875909404899, 0.31979174360427]","[1.5475341902998, 1.1169004335946, 1.3611434990217, 1.9323937282884, 1.5148626769271, 1.8785510778319, 1.3095001983011]",0.9999975579099234,4.0948430551229675,"['wenig', 'gelegentlich']",[],4,1,727.0,"[-0.2843097791489999, 0.9291905750484, 0.95413272257441, 0.21765047373550006, -0.10743317790419993, -0.2511107040566003, -0.6330863029826999]",1.541870583646297,-0.08102032642929924,0.9306763388691013,0.06932366113089872,0,1,performanz,motivation,wenig
728,0,4,ENG,2025-09-02,Lineare Funktion/Gleichung: VorbLK,"kann Gelerntes nur teilweise auf andere Fächer oder den Alltag übertragen | Ausdauer hat sich geringfügig verbessert | kann die Vorgehensweise einer behandelten Beispielaufgabe noch nicht auf andere Aufgaben übertragen | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte | arbeitet wenig konsequent auf langfristige Ziele hin, bei denen sofortige Erfolge gelegentlich ausbleiben | nur 30'/keine Vorb mgl",2,1,1,736,1106,0.3779217885154,0.27275714624174,0.33240350281161,0.47190795427221,0.3699431106647,0.45875909404899,0.31979174360427,1.5475341902998,1.1169004335946,1.3611434990217,1.9323937282884,1.5148626769271,1.8785510778319,1.3095001983011,7,5,motivation,1.9323937282884,1,4.094843055123,2,0,1,"wenig, gelegentlich",,"[0.3779217885154, 0.27275714624174, 0.33240350281161, 0.47190795427221, 0.3699431106647, 0.45875909404899, 0.31979174360427]","[1.5475341902998, 1.1169004335946, 1.3611434990217, 1.9323937282884, 1.5148626769271, 1.8785510778319, 1.3095001983011]",0.9999975579099234,4.0948430551229675,"['wenig', 'gelegentlich']",[],4,1,727.0,"[-0.2843097791489999, 0.9291905750484, 0.95413272257441, 0.21765047373550006, -0.10743317790419993, -0.2511107040566003, -0.6330863029826999]",1.541870583646297,-0.08102032642929924,0.9306763388691013,0.06932366113089872,0,1,performanz,motivation,gelegentlich
701,0,4,MAT,2025-10-23,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",4,3,1,724,1078,0.54825333669542,0.048092397955738,0.072138596933607,0.35107450507689,0.36129413964248,0.4502650758606,0.48513206437851,0.4788,0.042,0.063,0.3066,0.315525,0.393225,0.423675,1,1,kognition,0.4788,1,0.87330889831434,2,0,1,"nur, bedingt",,"[0.54825333669542, 0.048092397955738, 0.072138596933607, 0.35107450507689, 0.36129413964248, 0.4502650758606, 0.48513206437851]","[0.4788, 0.042, 0.063, 0.3066, 0.315525, 0.393225, 0.423675]",0.999988549429059,0.8733088983143364,"['nur', 'bedingt']",[],6,1,700.0,"[-1.1729086769814998, -0.07469460458388999, -0.36847577807754, -0.8408111423058, -0.9490441013049, -1.2450140893999, -0.6477063107554999]",2.257055621504764,-2.23720602689646,0.9835797477803945,0.016420252219605525,0,0,kognition,kognition,nur
701,0,4,MAT,2025-10-23,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",4,3,1,724,1078,0.54825333669542,0.048092397955738,0.072138596933607,0.35107450507689,0.36129413964248,0.4502650758606,0.48513206437851,0.4788,0.042,0.063,0.3066,0.315525,0.393225,0.423675,1,1,kognition,0.4788,1,0.87330889831434,2,0,1,"nur, bedingt",,"[0.54825333669542, 0.048092397955738, 0.072138596933607, 0.35107450507689, 0.36129413964248, 0.4502650758606, 0.48513206437851]","[0.4788, 0.042, 0.063, 0.3066, 0.315525, 0.393225, 0.423675]",0.999988549429059,0.8733088983143364,"['nur', 'bedingt']",[],6,1,700.0,"[-1.1729086769814998, -0.07469460458388999, -0.36847577807754, -0.8408111423058, -0.9490441013049, -1.2450140893999, -0.6477063107554999]",2.257055621504764,-2.23720602689646,0.9835797477803945,0.016420252219605525,0,0,kognition,kognition,bedingt
702,0,4,MAT,2025-10-23,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",4,3,1,724,1079,0.40347494087039,0.22505599482653,0.25839719873117,0.41135780614535,0.40386812537331,0.3723598683429,0.49880163331123,0.8955487694197,0.4995319381735,0.57353572652121,0.91304549494437,0.89642147764039,0.82648607905215,1.1071349014458,4,4,regulation,1.1071349014458,1,2.2195795672921,2,0,1,"nur, bedingt",,"[0.40347494087039, 0.22505599482653, 0.25839719873117, 0.41135780614535, 0.40386812537331, 0.3723598683429, 0.49880163331123]","[0.8955487694197, 0.4995319381735, 0.57353572652121, 0.91304549494437, 0.89642147764039, 0.82648607905215, 1.1071349014458]",0.9999954946625506,2.2195795672920386,"['nur', 'bedingt']",[],7,1,701.0,"[0.41674876941969996, 0.4575319381735, 0.51053572652121, 0.6064454949443701, 0.58089647764039, 0.43326107905215, 0.6834599014458]",1.415525059790622,1.34627066897776,0.9506632806241876,0.04933671937581241,0,1,kognition,regulation,nur
702,0,4,MAT,2025-10-23,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",4,3,1,724,1079,0.40347494087039,0.22505599482653,0.25839719873117,0.41135780614535,0.40386812537331,0.3723598683429,0.49880163331123,0.8955487694197,0.4995319381735,0.57353572652121,0.91304549494437,0.89642147764039,0.82648607905215,1.1071349014458,4,4,regulation,1.1071349014458,1,2.2195795672921,2,0,1,"nur, bedingt",,"[0.40347494087039, 0.22505599482653, 0.25839719873117, 0.41135780614535, 0.40386812537331, 0.3723598683429, 0.49880163331123]","[0.8955487694197, 0.4995319381735, 0.57353572652121, 0.91304549494437, 0.89642147764039, 0.82648607905215, 1.1071349014458]",0.9999954946625506,2.2195795672920386,"['nur', 'bedingt']",[],7,1,701.0,"[0.41674876941969996, 0.4575319381735, 0.51053572652121, 0.6064454949443701, 0.58089647764039, 0.43326107905215, 0.6834599014458]",1.415525059790622,1.34627066897776,0.9506632806241876,0.04933671937581241,0,1,kognition,regulation,bedingt
691,0,4,MAT,2025-10-27,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",1,0,1,722,1068,0.72410100478276,0.0,0.17470319108147,0.116754695985,0.4966933615981,0.39847706619926,0.16133739667791,2.1149148429999,0.0,0.51026358131971,0.34101076769353,1.4507149636928,1.1638501484371,0.47122549576828,4,2,kognition,2.1149148429999,1,2.9207356266883,1,1,1,etwas,etwas,"[0.72410100478276, 0.0, 0.17470319108147, 0.116754695985, 0.4966933615981, 0.39847706619926, 0.16133739667791]","[2.1149148429999, 0.0, 0.51026358131971, 0.34101076769353, 1.4507149636928, 1.1638501484371, 0.47122549576828]",0.9999965762167371,2.9207356266883795,['etwas'],['etwas'],9,1,690.0,"[0.9650885921831998, -0.13693984368982, 0.42225869855234593, -0.80781505405677, 0.13497038738060008, -0.2615163907608, -0.92207585719372]",1.6485896384915089,0.027201321155799985,0.8392481413077738,0.1607518586922262,0,1,performanz,kognition,etwas
