datum,mean_delta_norm,mean_resonance_change,operator_rate
2023-12-11,1.210923372671652,0.10080452286999009,0.0
2023-12-18,2.6509227915323703,0.11508695150983439,1.0
2024-01-15,2.3780930382937195,0.22476855388794748,0.0
2024-02-05,2.872028588907736,0.17936098283023344,0.5
2024-02-12,0.6899594190965147,0.1016559648672618,0.0
2024-02-26,2.499064201552209,1.249364868099763,0.3333333333333333
2024-03-04,3.700258152995718,0.17685924955885224,0.0
2024-03-11,1.9449686006010727,0.12718010106005329,0.0
2024-03-25,2.3655085175220427,0.15733056914136745,0.3333333333333333
2024-03-27,7.744039293602488,1.9343589161423203,1.0
2024-04-08,3.346871284081345,1.215172729858616,0.0
2024-04-22,3.7754969760043853,0.38395600969256094,0.0
2024-04-24,4.973060145271317,0.6746340693896085,0.0
2024-04-29,0.0,-2.220446049250313e-16,0.0
2024-05-15,3.354162757394736,1.2782107221207484,1.0
2024-06-03,2.8406543617061675,0.4676341474522826,0.0
2024-06-17,3.999229350986683,0.5454131546715152,1.0
2024-08-14,2.8617297138997584,0.03914424403359851,0.0
2024-08-28,0.0,0.0,0.0
2024-09-11,1.23903018902202,0.011243517499504807,0.0
2024-09-18,0.8893201524736024,0.018727370193036053,0.0
2024-10-02,1.9836889067195937,0.07487893293665915,0.0
2024-10-23,2.3838828702043595,0.07548248464629925,0.0
2024-10-30,3.960386035065206,0.3415371165442531,0.0
2024-11-11,1.4029114501637037,0.035406730106659845,0.0
2024-11-13,2.2369790520235466,0.8262537380847876,0.0
2024-11-25,1.8384231748476592,0.3469981293490836,1.0
2024-12-04,1.9775739236364107,0.18407760529409634,0.0
2025-01-10,2.872002580213369,0.47373564022998005,1.0
2025-01-15,2.0523245760936186,0.04993037998256883,0.5
2025-01-22,2.803319796394295,0.02376658668305226,1.0
2025-02-03,1.4249713518388567,1.3912882739869077,1.0
2025-02-13,0.0,0.0,0.0
2025-03-13,2.052086330798615,0.07039538811938939,0.0
2025-03-24,1.7358984618709092,0.04087841021876959,0.0
2025-03-27,1.3189980925294045,0.01843377326425566,0.0
2025-04-03,2.1532236836757583,,0.0
2025-04-28,0.9354112973653088,0.13767404110839598,0.0
2025-05-12,1.0996857455567677,0.03967628668864509,0.0
2025-05-19,1.6398201400013865,0.09268546006701406,0.0
2025-05-26,0.9526730628431174,0.03427414678701257,0.0
2025-08-18,1.786356024332916,0.03879421917972847,1.0
2025-08-25,1.5864887694701482,0.10445663716007828,0.5
2025-08-27,2.834043559901885,0.8743790401813895,0.5
2025-08-28,1.897728123102307,0.33783605379528625,0.4166666666666667
2025-09-01,1.619822578733195,0.22364055933867796,0.4
2025-09-03,1.7832618008479761,0.13939442060746918,0.3333333333333333
2025-09-10,1.5855712542738818,0.06683374989625475,0.6
2025-09-11,1.9876109251335035,0.2666311864830578,0.2222222222222222
2025-09-15,3.1856767911515464,0.4111730027359105,0.6363636363636364
2025-09-16,2.244824820933316,0.08518696918417852,0.4
2025-09-17,3.6436097747954057,0.8943432619334347,0.2
2025-09-18,1.7637606471761296,0.2610139616532401,0.4
2025-09-22,3.795045794457784,0.5898844051803013,0.3
2025-09-24,2.2553939894838257,0.26669951809721304,1.0
2025-09-25,2.72743288864474,0.41689568431113233,0.7
2025-09-29,2.136765357730714,0.23445160431151438,0.4166666666666667
2025-09-30,2.5857805118233435,0.4626371677539492,0.5
2025-10-01,1.1174176711567951,0.032454882124154455,0.5
2025-10-02,1.6568928706106032,0.0782981603410094,0.125
2025-10-09,1.3881163061452935,0.05975132313737822,0.2777777777777778
2025-10-13,1.0960437727150816,0.05056654513100959,0.0
2025-10-16,2.7967968034230597,0.7147364896264219,0.2727272727272727
2025-10-20,1.1315057587191317,0.021661015872636247,0.0
2025-10-23,1.4657718764727352,0.10587865997277734,0.1111111111111111
2025-10-27,2.9667269955170608,0.6583179501839594,0.18181818181818182
2025-10-28,2.0924391817408194,0.2574605285114088,0.375
2025-10-29,1.6025947980175683,0.05123502432910141,0.4
2025-10-30,1.7004633316033952,0.10691058980489454,0.25
2025-11-03,2.103033663995347,0.41415726828657806,0.4
2025-11-04,1.369524935995352,0.06925097992584951,0.4444444444444444
2025-11-05,1.9563408810137795,0.07920992742251798,0.6
2025-11-06,3.0813003484280763,0.6427084812242471,0.25
2025-11-10,1.0407865039773394,0.035778050959045404,0.375
2025-11-11,1.815512187613342,0.08100799839859271,0.1111111111111111
2025-11-12,2.0587790025114194,0.20208278532197904,0.4
2025-11-13,1.2846525437921879,0.04929824718946939,0.5
2025-11-17,1.3827626533356425,0.07732354976456705,0.1
2025-11-18,1.7219509131447095,0.09385660204591628,0.25
2025-11-20,2.5853068995921964,0.18834299844406333,0.5
2025-11-24,2.242638017908449,0.34645531204435104,0.3076923076923077
2025-11-25,1.7112934732731924,0.07408951630839149,0.4444444444444444
2025-11-26,1.4413531111813083,0.08324351254970921,0.4
2025-11-27,1.2908524068284442,0.08316766341791682,0.5
2025-12-01,1.8853289076807922,0.09937591499267506,0.375
2025-12-02,1.7654394337555908,0.07248588361947597,0.0
2025-12-03,1.3140765774256578,0.06819450560930655,0.6
2025-12-08,2.060849556384279,0.10025870606761338,0.5714285714285714
2025-12-09,1.0936675149608437,0.04730018766021371,0.25
2025-12-10,1.8836222334271566,0.11424491063373275,0.625
2025-12-11,2.0276706118486927,0.20152009158229553,0.2
2025-12-12,1.7797324337204368,0.19672902847864968,0.13333333333333333
2025-12-15,1.5379866426210782,0.08478470727808873,0.5
2025-12-16,1.3610817710019367,0.06967974264402917,0.5
2025-12-17,1.8242558997107712,0.12001084403952127,0.4
2025-12-18,1.311587689757199,0.05020718469359037,0.3333333333333333
2025-12-22,1.1384942914828156,0.041642528534114,0.25
2025-12-23,1.9916464894745756,0.13968371646294284,0.7272727272727273
2026-01-05,1.3375474222099364,0.04107595207127182,0.391304347826087
2026-01-06,2.080802006574296,0.21252064982675048,0.5909090909090909
2026-01-07,1.5023802773286539,0.10157958822259384,0.3333333333333333
2026-01-08,1.9293116104062453,0.16789397258032202,0.42857142857142855
2026-01-09,1.1702657705059518,0.022405465749490455,0.75
2026-01-12,1.5895462831653178,0.0683843182116323,0.3333333333333333
