id,gruppe_id,teilnehmer_id,fach,datum,thema,bemerkung,wochentag,day_number,lehrkraft_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,sum_kognition,sum_sozial,sum_affektiv,sum_motivation,sum_methodik,sum_performanz,sum_regulation,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,operator_count,modulator_count,has_operator,operator_names,modulator_names,x_vector,sum_vector,vector_norm_x,vector_norm_sum,operator_list,modulator_list,sequence_index,has_previous_state,prev_id,delta_vector,delta_norm,delta_d_semantisch,cosine_prev_current,resonance_change,polaritaet_change,dominanz_change,dominanz_from,dominanz_to,operator
2386,0,12,MAT,2024-11-25,weitere Themen: Physik vorbereitung LK,"Hat teils sehr viel Zeit auf Klo verbracht, hat sein Handy natürlich auch mitgenommen. Wirkte sehr K.O | desinteressiert / gleichgültigunkonzentriertBasiswissen vorhanden",1,0,8,1625,3006,0.77896474345693,-0.072170147783967,0.096751518722138,-0.26342103941148,0.53758217699744,0.07502050206172,-0.12088499753815,0.86347584687083,-0.08,0.10724824231953,-0.292,0.59590530822425,0.083159593671649,-0.134,3,3,kognition,0.86347584687083,1,1.1084815641225,2,0,1,sehr,,"[0.77896474345693, -0.072170147783967, 0.096751518722138, -0.26342103941148, 0.53758217699744, 0.07502050206172, -0.12088499753815]","[0.86347584687083, -0.08, 0.10724824231953, -0.292, 0.59590530822425, 0.083159593671649, -0.134]",0.99999097873153,1.1084815641224701,['sehr'],[],2,1,2388.0,"[-0.57199504555677, 0.18188578876578, 0.21584203809413, -1.00451632449687, -0.5371113702772499, -0.9751408897160511, -0.85118140666597]",1.8384231748476592,-1.2509058249021,0.6530018706509164,0.3469981293490836,0,0,kognition,kognition,sehr
913,7,6,MAT,2025-01-10,Zuordnungen: Porportionalität,"Ist sehr ruhig, aber gibt sich kontinuierlich Mühe | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhanden",5,4,8,927,1399,0.20292797280367,0.60806717554425,0.18347546557776,0.54023159011659,0.21559009046064,0.33885349502664,0.31977243928136,0.6833352282691,2.0475921405152,0.61783127983865,1.8191640701386,0.72597336701336,1.1410478662685,1.0767947354498,3,3,sozial,2.0475921405152,1,3.3673681826531,2,0,1,"sehr, aber",,"[0.20292797280367, 0.60806717554425, 0.18347546557776, 0.54023159011659, 0.21559009046064, 0.33885349502664, 0.31977243928136]","[0.6833352282691, 2.0475921405152, 0.61783127983865, 1.8191640701386, 0.72597336701336, 1.1410478662685, 1.0767947354498]",0.9999970303305861,3.3673681826531117,"['sehr', 'aber']",[],1,1,917.0,"[0.47145273888761996, 2.106990828137277, 0.13156768619038006, 1.37258164323271, 0.6696506818093411, -0.2419589580967001, 1.0855662989671104]",2.872002580213369,1.8180884786092002,0.52626435977002,0.47373564022998005,0,1,performanz,sozial,sehr
913,7,6,MAT,2025-01-10,Zuordnungen: Porportionalität,"Ist sehr ruhig, aber gibt sich kontinuierlich Mühe | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtarbeitet selbstständigkonzentriertLernfortschritt erzieltBasiswissen vorhanden",5,4,8,927,1399,0.20292797280367,0.60806717554425,0.18347546557776,0.54023159011659,0.21559009046064,0.33885349502664,0.31977243928136,0.6833352282691,2.0475921405152,0.61783127983865,1.8191640701386,0.72597336701336,1.1410478662685,1.0767947354498,3,3,sozial,2.0475921405152,1,3.3673681826531,2,0,1,"sehr, aber",,"[0.20292797280367, 0.60806717554425, 0.18347546557776, 0.54023159011659, 0.21559009046064, 0.33885349502664, 0.31977243928136]","[0.6833352282691, 2.0475921405152, 0.61783127983865, 1.8191640701386, 0.72597336701336, 1.1410478662685, 1.0767947354498]",0.9999970303305861,3.3673681826531117,"['sehr', 'aber']",[],1,1,917.0,"[0.47145273888761996, 2.106990828137277, 0.13156768619038006, 1.37258164323271, 0.6696506818093411, -0.2419589580967001, 1.0855662989671104]",2.872002580213369,1.8180884786092002,0.52626435977002,0.47373564022998005,0,1,performanz,sozial,aber
2373,0,12,MAT,2025-08-18,Brüche: Wiederholung Klasse 7 + Übung Grundrechenarten gemischte Brüche,"Felix konnte nach einmaliger Wiederholung eigenständig Aufgaben zu gemischten Brüchen lösen. Klammern auflösen hat er nicht behandelt in der Schule, deshalb herrscht da noch großes Unverständnis | Absprachen einhaltendbeteiligt sich / gute Mitarbeitfleißig / bemühtvorbereitetkonzentriertarbeitet selbstständigbeherrscht Thema",1,0,12,1572,2951,0.59841103425848,0.076333183634341,0.15553733272238,0.25744224192988,0.48917452388565,0.40541565792172,0.37676454468877,2.9796031696704,0.38007754350612,0.77445017396104,1.2818542375507,2.4356936594557,2.0186422211857,1.8759828400644,10,6,kognition,2.9796031696704,1,4.9791815574595,1,0,1,nicht,,"[0.59841103425848, 0.076333183634341, 0.15553733272238, 0.25744224192988, 0.48917452388565, 0.40541565792172, 0.37676454468877]","[2.9796031696704, 0.38007754350612, 0.77445017396104, 1.2818542375507, 2.4356936594557, 2.0186422211857, 1.8759828400644]",0.9999979916418446,4.979181557459503,['nicht'],[],4,1,2374.0,"[1.2271426906575, 0.337889033322862, 0.27221406353629996, -0.015261588840699947, 1.1574199444124, -0.08358648485070042, 0.3873998231057001]",1.786356024332916,1.3354366706686003,0.9612057808202715,0.03879421917972847,0,1,performanz,kognition,nicht
2368,0,12,MAT,2025-08-25,Prozent- und Zinsrechnung: Zinsrechnung,"fühlt sich ziemlich sicher bei der Anwendung des Gelernten in neuen Kontexten | Einstellung zum Fach MAT hat sich in den letzten Stunden geringfügig verbessert | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | schwierige Aufgaben sind förderlich für die Motivation des Schülers | bittet selten aktiv um Feedback | Wir haben nocheinmal Zinsrechnung wiederholt, da dies nicht mehr so prägnant im Kopf war aus dem vorigen Schuljahr. Dies hat gut geklappt",1,0,12,1570,2945,0.40939526234525,0.19494675496675,0.26216929806182,0.43140491422681,0.38087108066135,0.46187764766845,0.42561763210998,1.9353210550942,0.92156552410531,1.2393444898012,2.0393665744723,1.8004796085275,2.1834193470863,2.0120085418749,6,5,performanz,2.1834193470863,1,4.7272578340427,1,0,1,ziemlich,,"[0.40939526234525, 0.19494675496675, 0.26216929806182, 0.43140491422681, 0.38087108066135, 0.46187764766845, 0.42561763210998]","[1.9353210550942, 0.92156552410531, 1.2393444898012, 2.0393665744723, 1.8004796085275, 2.1834193470863, 2.0120085418749]",0.9999978846131938,4.727257834042645,['ziemlich'],[],5,1,2373.0,"[-1.0442821145762, 0.54148798059919, 0.46489431584016006, 0.7575123369216001, -0.6352140509281998, 0.16477712590060012, 0.13602570181049978]",1.6195176493992764,-0.2519237234168008,0.9456329033181968,0.05436709668180317,0,1,kognition,performanz,ziemlich
2370,0,12,MAT,2025-08-25,Prozent- und Zinsrechnung: Zinsrechnung,"fühlt sich ziemlich sicher bei der Anwendung des Gelernten in neuen Kontexten | Einstellung zum Fach MAT hat sich in den letzten Stunden geringfügig verbessert | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | schwierige Aufgaben sind förderlich für die Motivation des Schülers | bittet selten aktiv um Feedback | Wir haben nocheinmal Zinsrechnung wiederholt, da dies nicht mehr so prägnant im Kopf war aus dem vorigen Schuljahr. Dies hat gut geklappt",1,0,12,1570,2947,0.33940662801459,0.35165369924952,-0.028935370103071,0.47015906248171,0.44061701743393,0.34950231383445,0.47218024096779,1.0263884344291,1.0634244002401,-0.087502502215255,1.4217925763446,1.332455448358,1.0569184662784,1.4279047558095,4,4,regulation,1.4279047558095,1,3.0240571504654,2,0,1,"nur, manchmal",,"[0.33940662801459, 0.35165369924952, -0.028935370103071, 0.47015906248171, 0.44061701743393, 0.34950231383445, 0.47218024096779]","[1.0263884344291, 1.0634244002401, -0.087502502215255, 1.4217925763446, 1.332455448358, 1.0569184662784, 1.4279047558095]",0.9999966931951301,3.02405715046541,"['nur', 'manchmal']",[],7,1,2369.0,"[-1.0075971982724998, 0.2889154258470501, -1.2600593455283549, 0.1615879360179, -0.26144921580040004, -0.5150613466233, 0.178878326255]",1.7544873300798403,-0.7537314386533001,0.8901409274871876,0.10985907251281235,0,1,kognition,regulation,nur
2370,0,12,MAT,2025-08-25,Prozent- und Zinsrechnung: Zinsrechnung,"fühlt sich ziemlich sicher bei der Anwendung des Gelernten in neuen Kontexten | Einstellung zum Fach MAT hat sich in den letzten Stunden geringfügig verbessert | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | schwierige Aufgaben sind förderlich für die Motivation des Schülers | bittet selten aktiv um Feedback | Wir haben nocheinmal Zinsrechnung wiederholt, da dies nicht mehr so prägnant im Kopf war aus dem vorigen Schuljahr. Dies hat gut geklappt",1,0,12,1570,2947,0.33940662801459,0.35165369924952,-0.028935370103071,0.47015906248171,0.44061701743393,0.34950231383445,0.47218024096779,1.0263884344291,1.0634244002401,-0.087502502215255,1.4217925763446,1.332455448358,1.0569184662784,1.4279047558095,4,4,regulation,1.4279047558095,1,3.0240571504654,2,0,1,"nur, manchmal",,"[0.33940662801459, 0.35165369924952, -0.028935370103071, 0.47015906248171, 0.44061701743393, 0.34950231383445, 0.47218024096779]","[1.0263884344291, 1.0634244002401, -0.087502502215255, 1.4217925763446, 1.332455448358, 1.0569184662784, 1.4279047558095]",0.9999966931951301,3.02405715046541,"['nur', 'manchmal']",[],7,1,2369.0,"[-1.0075971982724998, 0.2889154258470501, -1.2600593455283549, 0.1615879360179, -0.26144921580040004, -0.5150613466233, 0.178878326255]",1.7544873300798403,-0.7537314386533001,0.8901409274871876,0.10985907251281235,0,1,kognition,regulation,manchmal
2372,0,12,MAT,2025-08-25,Prozent- und Zinsrechnung: Zinsrechnung,"fühlt sich ziemlich sicher bei der Anwendung des Gelernten in neuen Kontexten | Einstellung zum Fach MAT hat sich in den letzten Stunden geringfügig verbessert | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | schwierige Aufgaben sind förderlich für die Motivation des Schülers | bittet selten aktiv um Feedback | Wir haben nocheinmal Zinsrechnung wiederholt, da dies nicht mehr so prägnant im Kopf war aus dem vorigen Schuljahr. Dies hat gut geklappt",1,0,12,1570,2949,0.2885285852229,0.17105795725093,0.087808235107792,0.35518519692206,0.3070362668932,0.45735000746242,0.67095059764542,0.669631803012,0.397,0.20378981427129,0.82433185479473,0.71258537115458,1.0614411389014,1.5571762433389,3,3,regulation,1.5571762433389,1,2.3208408179343,1,0,1,nicht,,"[0.2885285852229, 0.17105795725093, 0.087808235107792, 0.35518519692206, 0.3070362668932, 0.45735000746242, 0.67095059764542]","[0.669631803012, 0.397, 0.20378981427129, 0.82433185479473, 0.71258537115458, 1.0614411389014, 1.5571762433389]",0.9999956912353329,2.3208408179343127,['nicht'],[],9,1,2371.0,"[0.13879603973307997, -0.32832125006651003, -0.5279254489684599, -0.02755366166773998, 0.41568158267931, 0.48502242010974006, 1.3685399369206501]",1.6393483927967647,0.7318198180497999,0.7082454177041971,0.29175458229580287,0,1,motivation,regulation,nicht
2357,0,12,MAT,2025-09-01,Weitere Themen: Geografie,"nutzt selten erlaubte Hilfsmittel zum Lösen von Aufgaben | Beteiligung am Unterricht hat sich verbessert | ist oft fähig, Aufgaben ohne direkte Anleitung zu beginnen | kann Aufmerksamkeit während des Lernens lange aufrechterhalten | gibt nur manchmal zu erkennen, wenn er etwas nicht verstanden hat | Felix hat heute einen Vortrag über die Vereinigten Arabischen Emirate für Geografie erstellt.",1,0,12,1568,2934,0.57036563791144,0.033016511423778,0.12199100767119,0.31734595650186,0.47925212650319,0.45533452674429,0.3478288343536,2.0164952679339,0.11672799801462,0.43129226823731,1.1219585771809,1.6943686312867,1.6098093178772,1.2297290578257,5,2,kognition,2.0164952679339,1,3.535433115609,1,0,1,selten,,"[0.57036563791144, 0.033016511423778, 0.12199100767119, 0.31734595650186, 0.47925212650319, 0.45533452674429, 0.3478288343536]","[2.0164952679339, 0.11672799801462, 0.43129226823731, 1.1219585771809, 1.6943686312867, 1.6098093178772, 1.2297290578257]",0.9999971715002465,3.535433115609018,['selten'],[],10,1,2372.0,"[1.3468634649219, -0.28027200198538005, 0.22750245396601998, 0.29762672238616994, 0.9817832601321199, 0.5483681789757999, -0.32744718551319996]",1.8451992601252092,1.2145922976747001,0.8824202240713444,0.11757977592865565,0,1,regulation,kognition,selten
2361,0,12,MAT,2025-09-01,Weitere Themen: Geografie,"nutzt selten erlaubte Hilfsmittel zum Lösen von Aufgaben | Beteiligung am Unterricht hat sich verbessert | ist oft fähig, Aufgaben ohne direkte Anleitung zu beginnen | kann Aufmerksamkeit während des Lernens lange aufrechterhalten | gibt nur manchmal zu erkennen, wenn er etwas nicht verstanden hat | Felix hat heute einen Vortrag über die Vereinigten Arabischen Emirate für Geografie erstellt.",1,0,12,1568,2938,0.32899178951382,0.42911044764118,0.0065736010195556,0.49234365139069,0.36822892694217,0.37707320345214,0.432894842167,0.77820845584377,1.0150325615687,0.015549421176502,1.1646065491769,0.87102132565724,0.89194188047124,1.0239842980986,2,2,motivation,1.1646065491769,1,2.3654242772316,4,1,1,"nur, manchmal, etwas, nicht",etwas,"[0.32899178951382, 0.42911044764118, 0.0065736010195556, 0.49234365139069, 0.36822892694217, 0.37707320345214, 0.432894842167]","[0.77820845584377, 1.0150325615687, 0.015549421176502, 1.1646065491769, 0.87102132565724, 0.89194188047124, 1.0239842980986]",0.9999957724464809,2.365424277231648,"['nur', 'manchmal', 'etwas', 'nicht']",['etwas'],14,1,2360.0,"[-1.08622293625573, 0.922740694467624, -0.49680478355471797, 0.16460154143630001, -0.5869550535256599, -0.4754469549787599, -0.5843530439228999]",1.793676068491887,-1.0004835359,0.8608162402060006,0.13918375979399944,0,1,kognition,motivation,nur
